"predecessor","predecessorcid","transformation","successor","successorcid","evidencedoi","evidenceref","sourcecomment","sourcecommentfull","datasetref","enzyme","datasetdoi","biosystem","CID_to_CID","IK_to_IK","IKFB_to_IKFB","ReactionSMILES","DescReactionSMILES","predecessorEM","successorEM","MassDiff","XlogPDiff"
"(-)-limonene",439250,"Allylic hydroxylation / Human Phase I","Perillyl alcohol","369312","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675","MetXBioDB | SourceID: BIOTID00036","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C9; CYP2C19; CYP3A4","10.5281/zenodo.4056560","Human","439250>>369312","XMGQYMWWDOXHJM-SNVBAGLBSA-N>>NDTYTMIUWGWIMO-SNVBAGLBSA-N","XMGQYMWWDOXHJM>>NDTYTMIUWGWIMO","CC1=CC[C@H](CC1)C(=C)C>>CC(=C)[C@H]1CCC(=CC1)CO","CC1=CC[C@H](CC1)C(=C)C>[Allylic hydroxylation / Human Phase I]>CC(=C)[C@H]1CCC(=CC1)CO CID: 439250 to CID: 369312","136.12520051","152.12011513","15.99491462","-1.3"
"(-)-Menthol",16666,"Hydroxylation of alkyl methine / Human Phase I","p-Menthane-3,-8-diol","19100","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3682","MetXBioDB | SourceID: BIOTID01417","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2A6","10.5281/zenodo.4056560","Human","16666>>19100","NOOLISFMXDJSKH-KXUCPTDWSA-N>>LMXFTMYMHGYJEI-IWSPIJDZSA-N","NOOLISFMXDJSKH>>LMXFTMYMHGYJEI","C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C>>C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)(C)O","C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C>[Hydroxylation of alkyl methine / Human Phase I]>C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)(C)O CID: 16666 to CID: 19100","156.151415257","172.146329876","15.994914619","-0.8"
"(-)-Menthol",16666,"O-glucuronidation / Human Phase II","(2S,3S,4S,5R)-3,4,5-trihydroxy-6-[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl]oxyoxane-2-carboxylic acid","154699531","10.1186/s13321-018-0324-5","Jager, W. and Hoferl,M. (2016); Metabolism of Terpenoids in Animal Models and Humans","MetXBioDB | SourceID: BIOTID01863","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","UGT","10.5281/zenodo.4056560","Human","16666>>154699531","NOOLISFMXDJSKH-KXUCPTDWSA-N>>CLJGMBYGTHRUNF-WZCRPZMRSA-N","NOOLISFMXDJSKH>>CLJGMBYGTHRUNF","C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C>>C[C@@H]1CC[C@H]([C@@H](C1)OC2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)C(C)C","C[C@@H]1CC[C@H]([C@@H](C1)O)C(C)C>[O-glucuronidation / Human Phase II]>C[C@@H]1CC[C@H]([C@@H](C1)OC2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)O)C(C)C CID: 16666 to CID: 154699531","156.151415257","332.18350323","176.032087973","-1.3"
"(-)-pseudococaine",644018,"N-dealkylation of alicyclic tertiary amine / Human Phase I","Norcocaine","154699498","10.1186/s13321-018-0324-5","Rendic, S. et al. (1997); Human Cytochrome P450 Enzymes: A Status Report Summarizing Their Reactions, Substrates, Inducers, and Inhibitors; Drug Metabolism reviews 1997, 29, 413-580|Brone, R.F. et al. (1977); Biological Effects of Cocaine Derivatives I: Improved Systhesis and Pharmacological Evaluation of Norcocaine; J. Pharm. Sci. 1977, 66, 119-120.","MetXBioDB | SourceID: BIOTID00037","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human","644018>>154699498","ZPUCINDJVBIVPJ-LXTVHRRPSA-N>>AYDBLCSLKNTEJL-XJFOESAGSA-N","ZPUCINDJVBIVPJ>>AYDBLCSLKNTEJL","CN1[C@@H]2CC[C@H]1[C@H]([C@@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC>>COC(=O)[C@@H]1[C@@H]2CC[C@@H](N2)C[C@H]1OC(=O)C3=CC=CC=C3","CN1[C@@H]2CC[C@H]1[C@H]([C@@H](C2)OC(=O)C3=CC=CC=C3)C(=O)OC>[N-dealkylation of alicyclic tertiary amine / Human Phase I]>COC(=O)[C@@H]1[C@@H]2CC[C@@H](N2)C[C@H]1OC(=O)C3=CC=CC=C3 CID: 644018 to CID: 154699498","303.14705815","289.13140809","-14.01565006","-0.5"
"(-)-thalidomide",92142,"Alpha hydroxylation of carbonyl group / Human Phase I","5'-Hydroxythalidomide","154699639","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675","MetXBioDB | SourceID: BIOTID00038","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C19","10.5281/zenodo.4056560","Human","92142>>154699639","UEJJHQNACJXSKW-VIFPVBQESA-N>>HHTOWVWIVBSOKC-IENPIDJESA-N","UEJJHQNACJXSKW>>HHTOWVWIVBSOKC","C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=CC=CC=C3C2=O>>C1[C@@H](C(=O)NC(=O)C1O)N2C(=O)C3=CC=CC=C3C2=O","C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=CC=CC=C3C2=O>[Alpha hydroxylation of carbonyl group / Human Phase I]>C1[C@@H](C(=O)NC(=O)C1O)N2C(=O)C3=CC=CC=C3C2=O CID: 92142 to CID: 154699639","258.0640568","274.05897142","15.99491462","-0.5"
"(-)-thalidomide",92142,"Arene epoxidation / Human Phase I","(-)-thalidomide arene oxide","154699796","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675","MetXBioDB | SourceID: BIOTID00040","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1A1; CYP1A2; CYP2C19; CYP2E1","10.5281/zenodo.4056560","Human","92142>>154699796","UEJJHQNACJXSKW-VIFPVBQESA-N>>MNALUCRLHVMELD-UEJVZZJDSA-N","UEJJHQNACJXSKW>>MNALUCRLHVMELD","C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=CC=CC=C3C2=O>>C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=CC4C(O4)C=C3C2=O","C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=CC=CC=C3C2=O>[Arene epoxidation / Human Phase I]>C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=CC4C(O4)C=C3C2=O CID: 92142 to CID: 154699796","258.0640568","274.05897142","15.99491462","-1.7"
"(-)-thalidomide",92142,"Aromatic hydroxylation of fused benzene ring / Human Phase I","5-hydroxy-thalidomide","44250311","10.1186/s13321-018-0324-5","R1) Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675","MetXBioDB | SourceID: BIOTID00039","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C19","10.5281/zenodo.4056560","Human","92142>>44250311","UEJJHQNACJXSKW-VIFPVBQESA-N>>LJBQRRQTZUJWRC-VIFPVBQESA-N","UEJJHQNACJXSKW>>LJBQRRQTZUJWRC","C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=CC=CC=C3C2=O>>C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=C(C2=O)C=C(C=C3)O","C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=CC=CC=C3C2=O>[Aromatic hydroxylation of fused benzene ring / Human Phase I]>C1CC(=O)NC(=O)[C@H]1N2C(=O)C3=C(C2=O)C=C(C=C3)O CID: 92142 to CID: 44250311","258.0640568","274.05897142","15.99491462","-0.3"
"(-)-zileuton",10220327,"Aromatic hydroxylation of fused benzene ring / Human Phase I","Hydroxyzileuton","154700148","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675","MetXBioDB | SourceID: BIOTID00042","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1A2; CYP2C9","10.5281/zenodo.4056560","Human","10220327>>154700148","MWLSOWXNZPKENC-ZETCQYMHSA-N>>ZQQVPNNYZLDMMO-LURJTMIESA-N","MWLSOWXNZPKENC>>ZQQVPNNYZLDMMO","C[C@@H](C1=CC2=CC=CC=C2S1)N(C(=O)N)O>>C[C@@H](C1=CC2=C(S1)C=C(C=C2)O)N(C(=O)N)O","C[C@@H](C1=CC2=CC=CC=C2S1)N(C(=O)N)O>[Aromatic hydroxylation of fused benzene ring / Human Phase I]>C[C@@H](C1=CC2=C(S1)C=C(C=C2)O)N(C(=O)N)O CID: 10220327 to CID: 154700148","236.0619488","252.05686342","15.99491462","-0.3"
"(-)-zileuton",10220327,"Thiophene S-oxidation / Human Phase I","Zileuton sulfoxide","95162932","10.1186/s13321-018-0324-5","Zhou, S.F. et al. (2009); Substrates, Inducers, Inhibitors and Structure-Activity Relationships of Human Cytochrome P450 2C9 and Implications in Drug Development; Current Medicinal Chemistry, 2009, 16, 3480-3675","MetXBioDB | SourceID: BIOTID00041","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human","10220327>>95162932","MWLSOWXNZPKENC-ZETCQYMHSA-N>>KWEAXQJUQDQMNY-ISJKBYAMSA-N","MWLSOWXNZPKENC>>KWEAXQJUQDQMNY","C[C@@H](C1=CC2=CC=CC=C2S1)N(C(=O)N)O>>C[C@@H](C1=CC2=CC=CC=C2S1=O)N(C(=O)N)O","C[C@@H](C1=CC2=CC=CC=C2S1)N(C(=O)N)O>[Thiophene S-oxidation / Human Phase I]>C[C@@H](C1=CC2=CC=CC=C2S1=O)N(C(=O)N)O CID: 10220327 to CID: 95162932","236.0619488","252.05686342","15.99491462","-1.6"
"((4aR,6R)-9-{2-[(1R,4S)-5-((S)-3-Fluoro-phenyl)-pyridin-2-yl]-vinyl}-1-methyl-3-oxo-dodecahydro-naphtho[2,3-c]furan-6-yl)-carbamic acid(R)-2-hydroxy-ethyl ester",49838773,"","(3R,3aS,4S,4aR,7R,8aR,9aR)-7-amino-4-((E)-2-(5-(3-fluorophenyl)pyridin-2-yl)vinyl)-3-methyldecahydronaphtho[2,3-c]furan-1(3H)-one","24878828","10.1124/dmd.110.035493","20926621","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542381|CHEMBL498785|CHEMBL340","metid:294; protacxns:P08684; geneids:1576","ChEMBL","Cytochrome P450 3A4",NA,NA,"49838773>>24878828","ZHYYTGYLGLSISZ-VERGWIBFSA-N>>GTYWVNGLHQVHBJ-FRGGEYDCSA-N","ZHYYTGYLGLSISZ>>GTYWVNGLHQVHBJ","C[C@@H]1[C@@H]2[C@@H](C[C@@H]3C[C@@H](CC[C@H]3[C@@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)NC(=O)OCCO)C(=O)O1>>C[C@@H]1[C@@H]2[C@@H](C[C@@H]3C[C@@H](CC[C@H]3[C@@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)N)C(=O)O1","C[C@@H]1[C@@H]2[C@@H](C[C@@H]3C[C@@H](CC[C@H]3[C@@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)NC(=O)OCCO)C(=O)O1>[]>C[C@@H]1[C@@H]2[C@@H](C[C@@H]3C[C@@H](CC[C@H]3[C@@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)N)C(=O)O1 CID: 49838773 to CID: 24878828","508.23735032","420.22130633","-88.01604399","0"
"((4aR,6R)-9-{2-[(1R,4S)-5-((S)-3-Fluoro-phenyl)-pyridin-2-yl]-vinyl}-1-methyl-3-oxo-dodecahydro-naphtho[2,3-c]furan-6-yl)-carbamic acid(R)-2-hydroxy-ethyl ester",49838773,"","(3R,3aS,4S,4aR,7R,8aR,9aR)-7-amino-4-((E)-2-(5-(3-fluorophenyl)pyridin-2-yl)vinyl)-3-methyldecahydronaphtho[2,3-c]furan-1(3H)-one","24878828","10.1124/dmd.110.035493","20926621","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542381|CHEMBL498785|CHEMBL3491","metid:1538; protacxns:P51589; geneids:1573","ChEMBL","Cytochrome P450 2J2",NA,NA,"49838773>>24878828","ZHYYTGYLGLSISZ-VERGWIBFSA-N>>GTYWVNGLHQVHBJ-FRGGEYDCSA-N","ZHYYTGYLGLSISZ>>GTYWVNGLHQVHBJ","C[C@@H]1[C@@H]2[C@@H](C[C@@H]3C[C@@H](CC[C@H]3[C@@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)NC(=O)OCCO)C(=O)O1>>C[C@@H]1[C@@H]2[C@@H](C[C@@H]3C[C@@H](CC[C@H]3[C@@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)N)C(=O)O1","C[C@@H]1[C@@H]2[C@@H](C[C@@H]3C[C@@H](CC[C@H]3[C@@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)NC(=O)OCCO)C(=O)O1>[]>C[C@@H]1[C@@H]2[C@@H](C[C@@H]3C[C@@H](CC[C@H]3[C@@H]2/C=C/C4=NC=C(C=C4)C5=CC(=CC=C5)F)N)C(=O)O1 CID: 49838773 to CID: 24878828","508.23735032","420.22130633","-88.01604399","0"
"((S)-1-{(1S,2S)-1-Benzyl-2-hydroxy-3-[N'-((S)-2-methoxycarbonylamino-3,3-dimethyl-butyryl)-N-(4-pyridin-2-yl-benzyl)-hydrazino]-propylcarbamoyl}-3-hydroxy-2,2-dimethyl-propyl)-carbamic acid methyl ester",71474000,"","((S)-1-{(1S,2S)-1-Benzyl-2-hydroxy-3-[N'-((S)-2-methoxycarbonylamino-3,3-dimethyl-butyryl)-N-(4-pyridin-2-yl-benzyl)-hydrazino]-propylcarbamoyl}-3-hydroxy-2-hydroxymethyl-2-methyl-propyl)-carbamic acid methyl ester","118753150","10.1124/dmd.110.036327","21148252","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526718|CHEMBL3526787|","metid:402; protacxns:; geneids:","ChEMBL","",NA,NA,"71474000>>118753150","OJYUSGQDUGFHOF-GASGPIRDSA-N>>LVOLKWCMALJDSO-GASGPIRDSA-N","OJYUSGQDUGFHOF>>LVOLKWCMALJDSO","CC(C)(C)[C@@H](C(=O)NN(CC1=CC=C(C=C1)C2=CC=CC=N2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)(C)CO)NC(=O)OC)O)NC(=O)OC>>CC(C)(C)[C@@H](C(=O)NN(CC1=CC=C(C=C1)C2=CC=CC=N2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)(CO)CO)NC(=O)OC)O)NC(=O)OC","CC(C)(C)[C@@H](C(=O)NN(CC1=CC=C(C=C1)C2=CC=CC=N2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)(C)CO)NC(=O)OC)O)NC(=O)OC>[]>CC(C)(C)[C@@H](C(=O)NN(CC1=CC=C(C=C1)C2=CC=CC=N2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)(CO)CO)NC(=O)OC)O)NC(=O)OC CID: 71474000 to CID: 118753150","720.38466264","736.37957726","15.99491462","-1.2"
"((S)-1-{(1S,2S)-1-Benzyl-2-hydroxy-3-[N'-((S)-2-methoxycarbonylamino-3,3-dimethyl-butyryl)-N-(4-pyridin-2-yl-benzyl)-hydrazino]-propylcarbamoyl}-3-hydroxy-2,2-dimethyl-propyl)-carbamic acid methyl ester",71474000,"","{(S)-3-Hydroxy-1-[N'-[(2S,3S)-2-hydroxy-3-((S)-4-hydroxy-2-methoxycarbonylamino-3,3-dimethyl-butyrylamino)-4-phenyl-butyl]-N'-(4-pyridin-2-yl-benzyl)-hydrazinocarbonyl]-2,2-dimethyl-propyl}-carbamic acid methyl ester","118753114","10.1124/dmd.110.036327","21148252","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526718|CHEMBL3526719|","metid:423; protacxns:; geneids:","ChEMBL","",NA,NA,"71474000>>118753114","OJYUSGQDUGFHOF-GASGPIRDSA-N>>PDYAZFTYXMMWGY-GASGPIRDSA-N","OJYUSGQDUGFHOF>>PDYAZFTYXMMWGY","CC(C)(C)[C@@H](C(=O)NN(CC1=CC=C(C=C1)C2=CC=CC=N2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)(C)CO)NC(=O)OC)O)NC(=O)OC>>CC(C)(CO)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)CO)NC(=O)OC)O)NC(=O)OC","CC(C)(C)[C@@H](C(=O)NN(CC1=CC=C(C=C1)C2=CC=CC=N2)C[C@@H]([C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)(C)CO)NC(=O)OC)O)NC(=O)OC>[]>CC(C)(CO)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)CO)NC(=O)OC)O)NC(=O)OC CID: 71474000 to CID: 118753114","720.38466264","736.37957726","15.99491462","-1.2"
"((S)-1-{N'-[(2S,3S)-2-Hydroxy-3-((S)-2-methoxycarbonylamino-3,3-dimethyl-butyrylamino)-4-phenyl-butyl]-hydrazinocarbonyl}-2,2-dimethyl-propyl)-carbamic acid methyl ester",91799105,"","methyl(S)-1-((2S,3S)-4-hydrazinyl-3-hydroxy-1-phenylbutan-2-ylamino)-3,3-dimethyl-1-oxobutan-2-ylcarbamate","118753185","10.1124/dmd.110.036327","21148252","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526717|CHEMBL3526896|","metid:405; protacxns:; geneids:","ChEMBL","",NA,NA,"91799105>>118753185","LUAXFCAWZAZCNR-VNTMZGSJSA-N>>YBTUDSMHJMWVSD-SOUVJXGZSA-N","LUAXFCAWZAZCNR>>YBTUDSMHJMWVSD","CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CNNC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC>>CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CNN)O)NC(=O)OC","CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CNNC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC>[]>CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CNN)O)NC(=O)OC CID: 91799105 to CID: 118753185","537.31624873","366.22670545","-171.08954328","-1.7"
"((S,-N-[2-[3,5-bis(trifluoromethyl)phenyl]ethyl]-4-(cyclopropylmethyl)-N-methyl-alpha-phenyl-1-piperazineacetamide monohydrochloride monohydrate)]",118753394,"","(2S)-N-(2-(3,5-bis(trifluoromethyl)phenyl)-2-hydroxyethyl)-2-(4-(cyclopropylmethyl)piperazin-1-yl)-N-methyl-2-phenylacetamide","118753509","10.1124/dmd.111.043562","22184457","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542235|CHEMBL3542413|","metid:2404; protacxns:; geneids:","ChEMBL","",NA,NA,"118753394>>118753509","DBRLJEGCBBXRQN-ASMAMLKCSA-N>>BUXWWIVUXFTSCQ-CGAIIQECSA-N","DBRLJEGCBBXRQN>>BUXWWIVUXFTSCQ","CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)[C@H](C2=CC=CC=C2)N3CCN(CC3)CC4CC4.O.Cl>>CN(CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O)C(=O)[C@H](C2=CC=CC=C2)N3CCN(CC3)CC4CC4","CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)[C@H](C2=CC=CC=C2)N3CCN(CC3)CC4CC4.O.Cl>[]>CN(CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)O)C(=O)[C@H](C2=CC=CC=C2)N3CCN(CC3)CC4CC4 CID: 118753394 to CID: 118753509","581.224374","543.23204621","-37.99232779",NA
"((S,-N-[2-[3,5-bis(trifluoromethyl)phenyl]ethyl]-4-(cyclopropylmethyl)-N-methyl-alpha-phenyl-1-piperazineacetamide monohydrochloride monohydrate)]",118753394,"","(S)-2-(2-aminoethylamino)-N-(3,5-bis(trifluoromethyl)phenethyl)-N-methyl-2-phenylacetamide","118753395","10.1124/dmd.111.043562","22184457","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542235|CHEMBL3542236|","metid:2410; protacxns:; geneids:","ChEMBL","",NA,NA,"118753394>>118753395","DBRLJEGCBBXRQN-ASMAMLKCSA-N>>DMZASYPWXKNYFF-SFHVURJKSA-N","DBRLJEGCBBXRQN>>DMZASYPWXKNYFF","CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)[C@H](C2=CC=CC=C2)N3CCN(CC3)CC4CC4.O.Cl>>CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)[C@H](C2=CC=CC=C2)NCCN","CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)[C@H](C2=CC=CC=C2)N3CCN(CC3)CC4CC4.O.Cl>[]>CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)[C@H](C2=CC=CC=C2)NCCN CID: 118753394 to CID: 118753395","581.224374","447.17453134","-134.04984266",NA
"((S,-N-[2-[3,5-bis(trifluoromethyl)phenyl]ethyl]-4-(cyclopropylmethyl)-N-methyl-alpha-phenyl-1-piperazineacetamide monohydrochloride monohydrate)]",118753394,"","(S)-N-(3,5-bis(trifluoromethyl)phenethyl)-N-methyl-2-phenyl-2-(piperazin-1-yl)acetamide","9936114","10.1124/dmd.111.043562","22184457","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542235|CHEMBL3542412|","metid:2409; protacxns:; geneids:","ChEMBL","",NA,NA,"118753394>>9936114","DBRLJEGCBBXRQN-ASMAMLKCSA-N>>CCIZGCFBHMZVTA-FQEVSTJZSA-N","DBRLJEGCBBXRQN>>CCIZGCFBHMZVTA","CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)[C@H](C2=CC=CC=C2)N3CCN(CC3)CC4CC4.O.Cl>>CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)[C@H](C2=CC=CC=C2)N3CCNCC3","CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)[C@H](C2=CC=CC=C2)N3CCN(CC3)CC4CC4.O.Cl>[]>CN(CCC1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C(=O)[C@H](C2=CC=CC=C2)N3CCNCC3 CID: 118753394 to CID: 9936114","581.224374","473.1901814","-108.0341926",NA
"(+-)-Cisapride",2769,"2-Hydroxylation of 1,4-disubstituted benzene / Human Phase I","4-Fluoro-2-hydroxycisapride","101146906","10.1186/s13321-018-0324-5","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985","MetXBioDB | SourceID: BIOTID00417","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human","2769>>101146906","DCSUBABJRXZOMT-UHFFFAOYSA-N>>FNNZAZYOQRBQAC-UHFFFAOYSA-N","DCSUBABJRXZOMT>>FNNZAZYOQRBQAC","COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F>>COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=C(C=C(C=C3)F)O","COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F>[2-Hydroxylation of 1,4-disubstituted benzene / Human Phase I]>COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=C(C=C(C=C3)F)O CID: 2769 to CID: 101146906","465.1830623","481.1779769","15.9949146","-0.4"
"(+-)-Cisapride",2769,"Hydroxylation of aromatic carbon / Human Phase I","3-Fluoro-4-hydroxycisapride","101146908","10.1186/s13321-018-0324-5","Brown, C.M. et al. (2008); Cytochromes P450: A Structure-Based Summary of Biotransformations Using Representative Substrates; Drug Metabolism Reviews, 40:1, 1-100, DOI:10.1080/03602530701836662; PMID:18259985","MetXBioDB | SourceID: BIOTID00416","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C8","10.5281/zenodo.4056560","Human","2769>>101146908","DCSUBABJRXZOMT-UHFFFAOYSA-N>>JXFYESHHMRUHOT-UHFFFAOYSA-N","DCSUBABJRXZOMT>>JXFYESHHMRUHOT","COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F>>COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC(=C(C=C3)O)F","COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC=C(C=C3)F>[Hydroxylation of aromatic carbon / Human Phase I]>COC1CN(CCC1NC(=O)C2=CC(=C(C=C2OC)N)Cl)CCCOC3=CC(=C(C=C3)O)F CID: 2769 to CID: 101146908","465.1830623","481.1779769","15.9949146","-0.4"
