"predecessor","predecessorcid","transformation","successor","successorcid","evidencedoi","evidenceref","sourcecomment","sourcecommentfull","datasetref","enzyme","datasetdoi","biosystem"
"(1-methyl-5-piperazin-1-yl-3-propyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)-(5-methyl-pyridin-2-yl)-amine",46926354,"N-acetylation / Human Phase II","1-[4-[1-methyl-7-[(5-methylpyridin-2-yl)amino]-3-propylpyrazolo[4,3-d]pyrimidin-5-yl]piperazin-1-yl]ethanone","154699671","10.1186/s13321-018-0324-5","PMID:706918|http://www.brenda-enzymes.org/enzyme.php?ecno=2.3.1.5&Suchword=&reference=&UniProtAcc=&organism%5B%5D=Homo+sapiens&show_tm=0","MetXBioDB | SourceID: BIOTID02075","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","NAT","10.5281/zenodo.4056560","Human"
"(11R)-11-hydroperoxylinoleic acid",102518369,"GSH-conjugation / Human Phase II","(9Z,11R,12Z)-11-[(2R)-2-[[(4S)-4-amino-4-carboxybutanoyl]amino]-3-(carboxymethylamino)-3-oxopropyl]sulfanylperoxyoctadeca-9,12-dienoic acid","154700031","10.1186/s13321-018-0324-5","Dong, GQ. ET AL. (2014); Prediction of substrates for glutathione transferases by covalent docking; J Chem Inf Model. 2014 Jun 23; 54(6):1687-99. DOI:10.1021/ci5001554","MetXBioDB | SourceID: BIOTID02123","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","GST","10.5281/zenodo.4056560","Human"
"(11S)-11-hydroperoxylinoleic acid",5281026,"GSH-conjugation / Human Phase II","(9Z,11S,12Z)-11-[(2R)-2-[[(4S)-4-amino-4-carboxybutanoyl]amino]-3-(carboxymethylamino)-3-oxopropyl]sulfanylperoxyoctadeca-9,12-dienoic acid","154700030","10.1186/s13321-018-0324-5","Dong, GQ. ET AL. (2014); Prediction of substrates for glutathione transferases by covalent docking; J Chem Inf Model. 2014 Jun 23; 54(6):1687-99. DOI:10.1021/ci5001554","MetXBioDB | SourceID: BIOTID02045","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","GST","10.5281/zenodo.4056560","Human"
"(13alpha)-3-methoxy-estra-1,3,5(10)-triene-17alpha-ol",101235253,"O-Demethylation / Human Phase I","Estradiol","12313794","10.1186/s13321-018-0324-5","PMID:9714305","MetXBioDB | SourceID: BIOTID00052","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C19; CYP2C9; CYP1A2; CYP3A4","10.5281/zenodo.4056560","Human"
"(1S)-trans-Cyfluthrin",101998811,"Aromatic Hydroxylation / Human Phase I","[cyano-[4-fluoro-3-(4-hydroxyphenoxy)phenyl]methyl] (1S,3R)-3-(2,2-dichloroethenyl)-2,2-dimethylcyclopropane-1-carboxylate","154699611","10.1186/s13321-018-0324-5","PMID:27464030; PMID:18948380","MetXBioDB | SourceID: BIOTID01182","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1A1; CYP1A2; CYP2C8; CYP2C9; CYP2C19; CYP3A4","10.5281/zenodo.4056560","Human"
"(20S,24R)-epoxydammarane-12,25-diol-3-beta-D-glucopyranoside",100988292,"NULL","(20S,24R)-epoxydammarane-12,25,26-triol-3-beta-D-glucopyranoside","118753437","10.1124/dmd.112.046995","22829543","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542281|CHEMBL3542287|NULL","metid:2190; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(20S,24R)-epoxydammarane-3,12,25-triol",73352321,"NULL","(20S,24R)-epoxydammarane-12,25-diol-3-one","14038588","10.1124/dmd.110.036723","21139039","ChEMBL IDs (pred,succ,enzyme): CHEMBL2426036|CHEMBL2426028|NULL","metid:2655; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(20S,24R)-epoxydammarane-3,12,25-triol",73352321,"NULL","(2S,3S,4S,5R,6S)-6-(2-((2R,5S)-5-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-5-methyltetrahydrofuran-2-yl)propan-2-yloxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid","118753224","10.1124/dmd.110.036723","21139039","ChEMBL IDs (pred,succ,enzyme): CHEMBL2426036|CHEMBL3527037|NULL","metid:2237; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(20S,24S)-epoxydammarane-12,25-diol-3-beta-D-glucopyranoside",118753430,"NULL","(20S,24S)-epoxydammarane-12,25,26-triol-3-beta-D-glucopyranoside","118753436","10.1124/dmd.112.046995","22829543","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542279|CHEMBL3542286|NULL","metid:2178; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(20S,24S)-epoxydammarane-3,12,25-triol",12314836,"NULL","(20S,24S)-epoxydammarane-12,25-diol-3-one","14038589","10.1124/dmd.110.036723","21139039","ChEMBL IDs (pred,succ,enzyme): CHEMBL466363|CHEMBL2426038|NULL","metid:2239; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(20S,24S)-epoxydammarane-3,12,25-triol",12314836,"NULL","(2S,3S,4S,5R,6S)-6-(2-((2S,5S)-5-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-5-methyltetrahydrofuran-2-yl)propan-2-yloxy)-3,4,5-trihydroxytetrahydro-2H-pyran-2-carboxylic acid","118753223","10.1124/dmd.110.036723","21139039","ChEMBL IDs (pred,succ,enzyme): CHEMBL466363|CHEMBL3527036|NULL","metid:2725; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(20S,24S,25S)-epoxydammarane-12,20,26-triol-3-beta-D-glucopyranoside",118753435,"NULL","(20S,24R)-epoxydammarane-12,25,26-triol-3-beta-D-glucopyranoside","118753437","10.1124/dmd.112.046995","22829543","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542285|CHEMBL3542287|NULL","metid:2192; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(24S,25)-epoxydammarane-12,20-diol-3-beta-D-glucopyranoside",118753431,"NULL","(20S,24R)-epoxydammarane-12,25-diol-3-beta-D-glucopyranoside","100988292","10.1124/dmd.112.046995","22829543","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542280|CHEMBL3542281|NULL","metid:2186; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(24S,25)-epoxydammarane-12,20-diol-3-beta-D-glucopyranoside",118753431,"NULL","(4S)-4-amino-5-((2R)-1-(carboxymethylamino)-3-((6S)-2,6-dihydroxy-6-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-4,4,8,10,14-pentamethyl-3-((2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)hexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-2-methylheptan-3-ylthio)-1-oxopropan-2-ylamino)-5-oxopentanoic acid","137662332","10.1124/dmd.112.046995","22829543","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542280|CHEMBL4106241|NULL","metid:2185; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(24S,25)-epoxydammarane-3,12,20-triol",118753219,"NULL","(20S,24R)-epoxydammarane-3,12,25-triol","73352321","10.1124/dmd.110.036723","21139039","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527019|CHEMBL2426036|NULL","metid:2235; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(24S,25)-epoxydammarane-3,12,20-triol",118753219,"NULL","(3R,6S)-6-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-3,12-dihydroxy-4,4,8,10,14-pentamethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-2-methylheptane-2,3,6-triol","118753222","10.1124/dmd.110.036723","21139039","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527019|CHEMBL3527035|NULL","metid:2234; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2r)-1-(2-methoxyphenyl)propan-2-amine",7432381,"Aromatic Hydroxylation / Human Phase I","3-(2-aminopropyl)-4-methoxycyclohexan-1-ol","154699686","10.1186/s13321-018-0324-5","PMID:10456690","MetXBioDB | SourceID: BIOTID00055","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2D6","10.5281/zenodo.4056560","Human"
"(2r)-1-(2-methoxyphenyl)propan-2-amine",7432381,"Aromatic Hydroxylation / Human Phase I","alpha-Methyl-3-hydroxy-2-methoxybenzeneethanamine","84732347","10.1186/s13321-018-0324-5","PMID:10456690","MetXBioDB | SourceID: BIOTID00054","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2D6","10.5281/zenodo.4056560","Human"
"(2r)-1-(2-methoxyphenyl)propan-2-amine",7432381,"O-Demethylation / Human Phase I","2-(2-Aminopropyl)phenol","541960","10.1186/s13321-018-0324-5","PMID:10456690","MetXBioDB | SourceID: BIOTID00053","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2D6","10.5281/zenodo.4056560","Human"
"(2r)-2-[4-(3-methylthiophen-2-yl)phenyl]propanoic acid",127523,"C-Oxidation / Human Phase I","(2R)-2-[4-(4-methyl-2-oxo-3H-thiophen-5-yl)phenyl]propanoic acid","154699984","10.1186/s13321-018-0324-5","PMID:10548450","MetXBioDB | SourceID: BIOTID00056","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2C9","10.5281/zenodo.4056560","Human"
"(2R,3R)-3-hydroxy-2-hydroxymethylpterosin E",118753002,"NULL","(2R,3R)-3-hydroxy-2-hydroxymethyl-2,5,6,7-tetramethyl-1-indanone","118753097","10.1124/dmd.112.045039","22587987","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526267|CHEMBL3526642|NULL","metid:2076; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2R,3R)-3-hydroxy-2-hydroxymethylpterosin E",118753002,"NULL","CHEMBL4525750","155543692","10.1124/dmd.112.045039","22587987","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526267|CHEMBL4525750|NULL","metid:2079; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2R,3R,4R)-4-hydroxy-2-(hydroxymethyl)pyrrolidin-3-yl 4-O-(6-deoxy-beta-D-glucopyranosyl)-alpha-D-glucopyranoside",9846130,"NULL","1,4-dideoxy-1,4-imino-D-arabinitol","451991","10.1124/dmd.112.050617","23454829","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527223|CHEMBL80254|NULL","metid:426; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2R,3R,4R)-4-hydroxy-2-(hydroxymethyl)pyrrolidin-3-yl4-O-(6-deoxy-beta-D-glucopyranosyl)-alpha-D-glucopyranoside",9846130,"NULL","1-((2R,3R,4R)-3-((2S,3R,4R,5S,6R)-3,4-dihydroxy-6-(hydroxymethyl)-5-((2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-methyltetrahydro-2H-pyran-2-yloxy)tetrahydro-2H-pyran-2-yloxy)-4-hydroxy-2-(hydroxymethyl)pyrrolidin-1-yl)ethanone","118753080","10.1124/dmd.112.050591","23378626","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527223|CHEMBL3526604|NULL","metid:2561; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2R,3R,4R)-4-hydroxy-2-(hydroxymethyl)pyrrolidin-3-yl4-O-(6-deoxy-beta-D-glucopyranosyl)-alpha-D-glucopyranoside",9846130,"NULL","1,4-dideoxy-1,4-imino-D-arabinitol","451991","10.1124/dmd.112.050591","23378626","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527223|CHEMBL80254|NULL","metid:2562; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2R,3R,4S,5S,6R)-2-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-17-((S,E)-2,7-dihydroxy-6-methylhept-5-en-2-yl)-12-hydroxy-4,4,8,10,14-pentamethylhexadecahydro-1H-cyclopenta[a]phenanthren-3-yloxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol",118753486,"NULL","(20S,24S,25S)-epoxydammarane-12,20,26-triol-3-beta-D-glucopyranoside","118753435","10.1124/dmd.112.046995","22829543","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542372|CHEMBL3542285|NULL","metid:2191; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2R,3R,4S,5S,6R)-2-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-17-((S,E)-2,7-dihydroxy-6-methylhept-5-en-2-yl)-12-hydroxy-4,4,8,10,14-pentamethylhexadecahydro-1H-cyclopenta[a]phenanthren-3-yloxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol",118753486,"NULL","(2R,3R,4S,5S,6R)-2-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-17-((S)-2,7-dihydroxy-6-(hydroxymethyl)hept-5-en-2-yl)-12-hydroxy-4,4,8,10,14-pentamethylhexadecahydro-1H-cyclopenta[a]phenanthren-3-yloxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol","118753434","10.1124/dmd.112.046995","22829543","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542372|CHEMBL3542284|NULL","metid:2181; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2R,3R,4S,5S,6R)-2-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-17-((S,E)-2,7-dihydroxy-6-methylhept-5-en-2-yl)-12-hydroxy-4,4,8,10,14-pentamethylhexadecahydro-1H-cyclopenta[a]phenanthren-3-yloxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol",118753486,"NULL","(S)-6-hydroxy-6-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-4,4,8,10,14-pentamethyl-3-((2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)hexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-2-methylhept-2-enal","118753418","10.1124/dmd.112.046995","22829543","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542372|CHEMBL3542263|NULL","metid:2182; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2R,3R,4S,5S,6R)-2-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-17-((S,E)-2,7-dihydroxy-6-methylhept-5-en-2-yl)-12-hydroxy-4,4,8,10,14-pentamethylhexadecahydro-1H-cyclopenta[a]phenanthren-3-yloxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol",118753486,"NULL","CHEMBL4525726","155543757","10.1124/dmd.112.046995","22829543","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542372|CHEMBL4525726|NULL","metid:2180; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2R,3R,4S,5S,6R)-2-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-17-((S,Z)-2,7-dihydroxy-6-methylhept-5-en-2-yl)-12-hydroxy-4,4,8,10,14-pentamethylhexadecahydro-1H-cyclopenta[a]phenanthren-3-yloxy)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol",118753429,"NULL","(S,Z)-6-hydroxy-6-((3S,5R,8R,9R,10R,12R,13R,14R,17S)-12-hydroxy-4,4,8,10,14-pentamethyl-3-((2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yloxy)hexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)-2-methylhept-2-enoic acid","118753432","10.1124/dmd.112.046995","22829543","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542278|CHEMBL3542282|NULL","metid:2174; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2R,3S)-2-((R)-1-(3,5-Bis(trifluoromethyl)phenyl)ethoxy)-3-(4-fluorophenyl)morpholine",10113945,"Dehydrogenation / Human Phase I","aprepitant_M2","154699761","10.1186/s13321-018-0324-5","PMID:15304427","MetXBioDB | SourceID: BIOTID00023","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP3A4","10.5281/zenodo.4056560","Human"
"(2R,3S)-2-(diphenylmethyl)-N-{[2-methoxy-5-(prop-1-en-2-yl)phenyl]methyl}-1-azabicyclo[2.2.2]octan-3-amine",154699537,"Aliphatic Hydroxylation / Human Phase I","CP-611,781","54051310","10.1186/s13321-018-0324-5","PMID:11408374","MetXBioDB | SourceID: BIOTID00418","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2D6; CYP3A4","10.5281/zenodo.4056560","Human"
"(2R,3S)-2-(diphenylmethyl)-N-{[2-methoxy-5-(prop-1-en-2-yl)phenyl]methyl}-1-azabicyclo[2.2.2]octan-3-amine",154699537,"Aliphatic Hydroxylation / Human Phase I","CP-616,762","18928631","10.1186/s13321-018-0324-5","PMID:11408374","MetXBioDB | SourceID: BIOTID00419","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP2D6; CYP3A4","10.5281/zenodo.4056560","Human"
"(2S)-1-(1,3-Benzodioxol-5-yl)-N-methyl-2-butanamine",44290645,"N-Demethylation / Human Phase I","1-(3,4-Methylenedioxyphenyl)-2-butanamine","129870","10.1186/s13321-018-0324-5","PMID:10720722","MetXBioDB | SourceID: BIOTID00391","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1A2; CYP2B6; CYP2C19; CYP2D6; CYP3A4","10.5281/zenodo.4056560","Human"
"(2S)-1-(1,3-Benzodioxol-5-yl)-N-methyl-2-butanamine",44290645,"O-Demethylation / Human Phase I","4-[2-(Methylamino)butyl]benzene-1,2-diol","91360001","10.1186/s13321-018-0324-5","PMID:10720722","MetXBioDB | SourceID: BIOTID00392","MetXBioDB is a biotransformation database used to improve the knowledge- and machine learning-based systems in BioTransformer (http://biotransformer.ca/)","S73 | METXBIODB | Metabolite Reaction Database from BioTransformer","CYP1A2; CYP2B6; CYP2C19; CYP2D6; CYP3A4","10.5281/zenodo.4056560","Human"
"(2S)-12-hydroxypterosin A",118753282,"NULL","(S)-12-hydroxy-2-hydroxymethylpterosin E 14,12-lactone","118753283","10.1124/dmd.112.045039","22587987","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527264|CHEMBL3527266|NULL","metid:2072; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2S)-12-hydroxypterosin A",118753282,"NULL","(S)-7-hydroxymethyl-5,7-dimethyl-3,4,7,8-tetrahydrocyclopenta[g]isochromene-1,6-dione","118753007","10.1124/dmd.112.045039","22587987","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527264|CHEMBL3526276|NULL","metid:2073; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2S)-12-hydroxypterosin A",118753282,"NULL","CHEMBL4525737","155543799","10.1124/dmd.112.045039","22587987","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527264|CHEMBL4525737|NULL","metid:2082; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2S)-12-hydroxypterosin A",118753282,"NULL","CHEMBL4525802","155543839","10.1124/dmd.112.045039","22587987","ChEMBL IDs (pred,succ,enzyme): CHEMBL3527264|CHEMBL4525802|NULL","metid:2081; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2S)-2-amino-4-(2-pyridylmethyl)-2,3-dihydro-1H-cyclopenta[b]indole-7-carbonitrile",67252404,"NULL","(N-[(2S)-7-cyano-4-(2-pyridylmethyl)-2,3-dihydro-1H-cyclopenta[b]indol-2-yl]acetamide)","118753415","10.1124/dmd.112.047613","22961682","ChEMBL IDs (pred,succ,enzyme): CHEMBL3542206|CHEMBL3542260|NULL","metid:1928; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
"(2S)-2-amino-5-((2R)-1-(carboxymethylamino)-3-((3-(carboxymethylene)-1-((S)-1-(2-chlorophenyl)-2-methoxy-2-oxoethyl)piperidin-4-yl)disulfanyl)-1-oxopropan-2-ylamino)-5-oxopentanoic acid",118753130,"NULL","2-(1-((S)-1-(2-chlorophenyl)-2-methoxy-2-oxoethyl)-4-mercaptopiperidin-3-ylidene)acetic acid","118753131","10.1124/dmd.112.045914","22733806","ChEMBL IDs (pred,succ,enzyme): CHEMBL3526744|CHEMBL3526745|NULL","metid:2038; protacxns:NULL; geneids:NULL","ChEMBL","NULL",NA,NA
